x,y,Unnamed: 0,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,p_ID
41670.15453301741,204307.68582947276,27272,0.5507249999996684,53973.130000000005,162.63174945107292,98.95045841472728,229.46422484755595,150.16640970951912,319.14542410715893,217.73018280476816,2.11,0.19,7.33,0.74,33.31,5.27,POINT (487464.4462790056 5665260.460446116),28.0
41670.3466010084,204307.04993949272,27273,0.5553312000010096,53973.32999999999,163.79622971172554,98.95045841472728,233.56610732998791,151.7836315989453,318.8660436192236,219.83919403032118,2.1,0.2,7.35,0.76,33.74,5.99,POINT (487464.6499343284 5665259.82845131),29.0
41670.52276987607,204306.4885657234,27274,0.5553312000010096,53973.53,164.18451765094812,98.08501741941808,235.13228134092515,152.1879921216423,320.54608235569435,224.06328830971484,2.07,0.2,7.33,0.74,34.16,6.82,POINT (487464.8363289129 5665259.270637819),30.0
41670.73131043158,204305.85020176973,27275,0.5768191999995296,53973.73000000001,164.57286947517315,98.95045841472728,236.30819784476975,153.40120581730517,328.46739130261534,228.47201659766793,2.08,0.15,7.32,0.71,34.5,6.24,POINT (487465.0564929252 5665258.636473451),31.0
41670.73131043158,204305.85020176973,27275,0.5768191999995296,53973.73000000001,164.57286947517315,98.95045841472728,236.30819784476975,153.40120581730517,328.46739130261534,228.47201659766793,2.08,0.15,7.32,0.71,34.5,6.24,POINT (487465.0564929252 5665258.636473451),32.0
41670.91631137834,204305.30644678415,27276,0.6074749999982714,53973.92999999999,165.15551684179837,100.10443189216068,240.23588066655154,153.60342736900253,343.2513868135166,230.94476086926764,2.08,0.14,7.4,0.75,34.96,6.2,POINT (487465.2513904741 5665258.096431165),33.0
41671.12673796913,204304.7097594645,27277,0.6343750000000001,53974.15,165.54402809389728,97.5080753841177,245.95277650178087,149.35793088599982,359.7401030660697,231.65176866060648,2.07,0.19,7.48,0.76,35.51,6.91,POINT (487465.47267283686 5665257.503954382),34.0
41671.35486905182,204304.08500868548,27278,0.6489632000000791,53974.350000000006,166.32124162121863,91.16269707400158,249.11795043870376,143.0952063889685,374.62420517732284,231.65176866060648,2.08,0.18,7.53,0.68,36.03,7.1,POINT (487465.7121658146 5665256.883755785),35.0
41671.59446340622,204303.44931308087,27279,0.6439250000004455,53974.56,164.378685571238,86.2606868610562,249.91046906399404,140.06675493292036,387.07918411240564,230.94476086926764,2.1,0.15,7.53,0.68,36.45,6.95,POINT (487465.9633168572 5665256.252829456),36.0
41671.59446340622,204303.44931308087,27279,0.6439250000004455,53974.56,164.378685571238,86.2606868610562,249.91046906399404,140.06675493292036,387.07918411240564,230.94476086926764,2.1,0.15,7.53,0.68,36.45,6.95,POINT (487465.9633168572 5665256.252829456),37.0
41671.80628945716,204302.9021905661,27280,0.6204512000019313,53974.76000000001,164.9612851349869,87.99068492637385,250.90180652271272,141.47987815110636,393.27062186647436,228.11899364989708,2.1,0.15,7.56,0.7,36.84,6.47,POINT (487466.1850861757 5665255.709914984),38.0
41672.04434704296,204302.3027658537,27281,0.5925250000017288,53974.95999999999,169.62723247068408,90.58593400629424,253.68162571110088,144.50890758714104,391.63342172909825,226.53108954932148,2.09,0.17,7.64,0.72,37.2,5.7,POINT (487466.4340341493 5665255.11521062),39.0
41672.25241060696,204301.79118356667,27282,0.5645151999989808,53975.140000000014,171.76883780360302,89.43245264795081,253.68162571110088,145.92287851579994,385.141018980839,225.8257214226199,2.1,0.2,7.64,0.76,37.36,5.35,POINT (487466.6513893881 5665254.607746921),40.0
41672.503863015605,204301.1875217855,27283,0.550467200000188,53975.34,170.01647331207565,87.99068492637385,257.0651939881612,146.12489638081988,376.8352176609874,227.06026383658735,2.13,0.21,7.83,0.75,37.33,5.8,POINT (487466.9138024937 5665254.009054288),41.0
41672.71462560749,204300.6931134053,27284,0.55,53975.53,169.62723247068408,88.27903100464424,257.0651939881612,147.94330488790376,370.2332887766386,230.59134191501042,2.14,0.2,7.83,0.74,37.29,6.48,POINT (487467.1335393222 5665253.518804362),42.0
41672.71462560749,204300.6931134053,27284,0.55,53975.53,169.62723247068408,88.27903100464424,257.0651939881612,147.94330488790376,370.2332887766386,230.59134191501042,2.14,0.2,7.83,0.74,37.29,6.48,POINT (487467.1335393222 5665253.518804362),43.0
41672.97563440674,204300.0953883985,27285,0.55,53975.73999999999,170.60045291481325,89.14409163844138,255.27278995414733,151.9858091082601,364.34022812954095,234.65908135183315,2.13,0.17,7.9,0.77,37.28,7.0,POINT (487467.4053941735 5665252.926220903),44.0
41673.245921935406,204299.49192509148,27286,0.55,53975.94,171.76883780360302,91.45108420417995,257.66321361444534,155.62594567724025,358.8254743194581,239.26643780915845,2.13,0.15,7.87,0.79,37.43,6.99,POINT (487467.6866280217 5665252.328073085),45.0
41673.52098487642,204298.89203033785,27287,0.55,53976.16,174.30228002930303,92.60467002959649,258.4610022152609,158.66075543481605,359.7401030660697,244.5945812449764,2.12,0.16,7.89,0.89,37.5,7.17,POINT (487467.9725689217 5665251.733579631),46.0
41673.52098487642,204298.89203033785,27287,0.55,53976.16,174.30228002930303,92.60467002959649,258.4610022152609,158.66075543481605,359.7401030660697,244.5945812449764,2.12,0.16,7.89,0.89,37.5,7.17,POINT (487467.9725689217 5665251.733579631),47.0
41673.78985643909,204298.31719867792,27288,0.55,53976.35999999999,174.10730574881265,92.31626797788566,258.4610022152609,158.25604255849746,368.05348639968247,249.75734665845954,2.13,0.19,7.95,0.9,37.77,7.49,POINT (487468.25186095305 5665251.164021107),48.0
41674.09146700898,204297.68482478708,27289,0.55,53976.57000000001,172.74292463830426,94.3351606559428,260.6574498621232,156.8397209272137,382.2490004112892,253.14638653671983,2.15,0.17,8.02,0.82,38.1,7.45,POINT (487468.56493179227 5665250.537555338),49.0
41674.34995752243,204297.1526568597,27290,0.55,53976.73999999999,173.1326693540062,91.7394750653947,267.26905519360224,156.4351071538009,402.2141753243264,254.57490290884854,2.2,0.19,8.01,0.85,38.45,7.38,POINT (487468.8330639198 5665250.010445295),50.0
41674.603755998745,204296.6378078936,27291,0.55,53976.94,174.10730574881265,86.83733794689303,273.51039606817193,153.60342736900253,423.0834310254459,253.68197228442534,2.21,0.25,8.04,0.9,38.96,7.2,POINT (487469.09618811327 5665249.500558036),51.0
41674.603755998745,204296.6378078936,27291,0.55,53976.94,174.10730574881265,86.83733794689303,273.51039606817193,153.60342736900253,423.0834310254459,253.68197228442534,2.21,0.25,8.04,0.9,38.96,7.2,POINT (487469.09618811327 5665249.500558036),52.0
41674.89750608063,204296.0483531617,27292,0.55,53977.15,177.22877099446987,88.27903100464424,275.3279253883048,149.56004233469793,438.74945321401873,251.36203506752753,2.18,0.22,8.16,0.86,39.39,7.5,POINT (487469.40061347646 5665248.916842391),53.0
41675.19682940887,204295.4500849089,27293,0.55,53977.350000000006,179.57248865479514,88.85573436146761,275.93432150868205,148.34745621894226,443.1168541519549,247.79763859293948,2.16,0.18,8.14,0.77,39.61,7.99,POINT (487469.7107710308 5665248.324420763),54.0
41675.50822552272,204294.8258572528,27294,0.55,53977.56,181.1362089408891,90.58593400629424,275.3279253883048,151.7836315989453,432.9903100037716,244.06118885288495,2.16,0.14,8.09,0.76,39.65,7.6,POINT (487470.0334719996 5665247.706276585),55.0
41675.50822552272,204294.8258572528,27294,0.55,53977.56,181.1362089408891,90.58593400629424,275.3279253883048,151.7836315989453,432.9903100037716,244.06118885288495,2.16,0.14,8.09,0.76,39.65,7.6,POINT (487470.0334719996 5665247.706276585),56.0
41675.77523364296,204294.28650159852,27295,0.55,53977.75,184.07085161082583,95.200456306602,274.92381499066653,158.05369438043203,417.5173090964401,242.28414259029492,2.16,0.14,8.08,0.79,39.6,7.34,POINT (487470.3102490984 5665247.17213958),57.0
41676.04072332213,204293.7454813989,27296,0.55,53977.95999999999,187.98909429275824,101.25846495832924,276.1365149704509,166.35448477296634,399.21367614049,244.77240729541754,2.17,0.19,8.08,0.82,39.52,7.81,POINT (487470.58553923975 5665246.636311047),58.0
41676.29088908677,204293.23096918035,27297,0.55,53978.140000000014,191.91345543367748,106.45235082262742,278.1601399033144,174.46173809872764,382.89027737338705,251.89718964175094,2.17,0.18,8.15,0.81,39.45,7.92,POINT (487470.8450266 5665246.126693524),59.0
41676.59608548877,204292.5978281377,27298,0.55,53978.34,194.07444791699058,109.91561105609021,281.20134105280846,181.1568567463732,375.2546587471515,261.5521292390282,2.18,0.16,8.24,0.84,39.47,7.41,POINT (487471.1616953466 5665245.499526996),60.0
41676.59608548877,204292.5978281377,27298,0.55,53978.34,194.07444791699058,109.91561105609021,281.20134105280846,181.1568567463732,375.2546587471515,261.5521292390282,2.18,0.16,8.24,0.84,39.47,7.41,POINT (487471.1616953466 5665245.499526996),61.0
41676.872094416045,204292.0204495443,27299,0.5431391999997186,53978.54000000001,196.6307105207579,114.53412405755682,285.67428813004506,186.8422686405173,380.0121476044872,270.70940900434954,2.19,0.17,8.33,0.95,39.7,7.04,POINT (487471.4481675332 5665244.927554273),62.0
41677.14554893079,204291.4438965768,27300,0.5204512000019312,53978.73999999999,199.18952271273315,116.55502256873395,293.43538882641707,188.67063997513077,396.56307496705074,279.5432490884894,2.19,0.22,8.44,1.02,40.32,7.26,POINT (487471.7320715761 5665244.356359718),63.0
41677.432023104615,204290.83517360035,27301,0.4895685999989727,53978.94,199.9773609432901,113.95675791220991,301.44703125878675,185.8266996704584,419.24933439950394,287.6869448658553,2.21,0.25,8.66,1.05,40.86,8.37,POINT (487472.0295796075 5665243.753252966),64.0
41677.432023104615,204290.83517360035,27301,0.4895685999989727,53978.94,199.9773609432901,113.95675791220991,301.44703125878675,185.8266996704584,419.24933439950394,287.6869448658553,2.21,0.25,8.66,1.05,40.86,8.37,POINT (487472.0295796075 5665243.753252966),65.0
41677.747642964925,204290.15923046228,27302,0.4667648000010751,53979.16,200.56839718967188,109.33836383176914,307.6418075259868,185.01434368626389,443.8490485688993,294.4052242722558,2.25,0.22,8.71,1.01,41.43,9.4,POINT (487472.3574531927 5665243.083500456),66.0
41678.03277019988,204289.54441132865,27303,0.4499999999999999,53979.35999999999,203.52560053277725,109.91561105609021,312.40999728942376,188.2642966555076,468.69500055203474,298.2273155414899,2.24,0.16,8.67,0.99,42.04,9.09,POINT (487472.6537271885 5665242.474276241),67.0
41678.28270319075,204289.0020564916,27304,0.4499999999999999,53979.56,207.4737611499869,116.55502256873395,317.6114082670761,192.53200106534922,487.66849792769546,299.86735869846274,2.25,0.16,8.77,1.07,42.59,8.47,POINT (487472.9134940572 5665241.936827675),68.0
41678.28270319075,204289.0020564916,27304,0.4499999999999999,53979.56,207.4737611499869,116.55502256873395,317.6114082670761,192.53200106534922,487.66849792769546,299.86735869846274,2.25,0.16,8.77,1.07,42.59,8.47,POINT (487472.9134940572 5665241.936827675),69.0
41678.599564873264,204288.3099427028,27305,0.4499999999999999,53979.76999999999,209.25237256088357,116.84373721119543,326.1837349964471,198.4294941125245,496.6425158219336,302.2384367570481,2.33,0.27,8.88,1.11,43.19,8.87,POINT (487473.2429062074 5665241.250936566),70.0
41678.84774713876,204287.76484628487,27306,0.4499999999999999,53979.97,214.793486170658,114.8228127026872,335.4415155142776,203.5172616017877,501.19847969367936,308.63463349548977,2.35,0.31,9.01,1.13,43.47,9.63,POINT (487473.50097377866 5665240.710715775),71.0
41679.07986385124,204287.25367667805,27307,0.4499999999999999,53980.130000000005,223.52418877864878,120.01984330595126,335.4415155142776,209.21965351492423,507.0664405694246,320.0100967985782,2.3,0.2,9.01,1.1,43.67,10.23,POINT (487473.7423608882 5665240.204106956),72.0
41679.35791145997,204286.64167168364,27308,0.4499999999999999,53980.32999999999,231.88427170239282,126.66224322874031,354.3525042142235,220.43337408900243,516.0180816315753,333.4781901868849,2.28,0.17,8.96,1.12,44.12,11.07,POINT (487474.03150752943 5665239.597565052),73.0
41679.35791145997,204286.64167168364,27308,0.4499999999999999,53980.32999999999,231.88427170239282,126.66224322874031,354.3525042142235,220.43337408900243,516.0180816315753,333.4781901868849,2.28,0.17,8.96,1.12,44.12,11.07,POINT (487474.03150752943 5665239.597565052),74.0
41679.6189069207,204286.0692351386,27309,0.4499999999999999,53980.54000000001,240.46965986538774,133.3066042961526,369.6173455463981,233.09431889981352,524.2783677124961,346.8413548181313,2.28,0.2,9.04,1.23,44.52,11.44,POINT (487474.3028839021 5665239.030255395),75.0
41679.92256302128,204285.4073103331,27310,0.4499999999999999,53980.73999999999,250.48571337266574,139.37490588906874,384.60504777340924,243.11557372071036,527.8042107540304,358.97384941159766,2.3,0.2,9.2,1.29,44.7,11.36,POINT (487474.6185426905 5665238.374293164),76.0
41680.17222194804,204284.86667900527,27311,0.4499999999999999,53980.94,260.5369133283226,144.57760605797924,394.6810545607149,251.71578584219233,534.4932241572676,368.53911671155726,2.34,0.2,9.27,1.44,44.96,11.46,POINT (487474.8780039528 5665237.838562082),77.0
41680.17222194804,204284.86667900527,27311,0.4499999999999999,53980.94,260.5369133283226,144.57760605797924,394.6810545607149,251.71578584219233,534.4932241572676,368.53911671155726,2.34,0.2,9.27,1.44,44.96,11.46,POINT (487474.8780039528 5665237.838562082),78.0
41680.46309119994,204284.24025907836,27312,0.4499999999999999,53981.15,265.97904079645144,148.9141046715098,401.5095903202901,257.65972261195003,539.0109790164184,375.88117980263246,2.36,0.27,9.38,1.51,45.25,11.75,POINT (487475.1802300897 5665237.217849298),79.0
41680.72464958012,204283.6791197993,27313,0.4499999999999999,53981.35999999999,271.02703740963557,152.0947320888777,407.92551300555203,262.7875419042028,538.5571219632142,382.6797081074873,2.39,0.31,9.55,1.48,45.69,12.93,POINT (487475.4519612583 5665236.661840826),80.0
41681.01063969494,204283.0669840509,27314,0.4499999999999999,53981.56,276.28607518239676,152.6730760046876,412.5884342737603,268.53480799918685,535.8436257072402,390.4474483689338,2.38,0.28,9.59,1.46,45.91,13.7,POINT (487475.749048291 5665236.055314339),81.0
41681.01063969494,204283.0669840509,27314,0.4499999999999999,53981.56,276.28607518239676,152.6730760046876,412.5884342737603,268.53480799918685,535.8436257072402,390.4474483689338,2.38,0.28,9.59,1.46,45.91,13.7,POINT (487475.749048291 5665236.055314339),82.0
41681.279487748674,204282.49254861195,27315,0.4499999999999999,53981.76000000001,280.74325943804905,156.7218969967056,417.4886735924096,275.7249981693889,535.8436257072402,397.8610913543062,2.36,0.22,9.56,1.51,46.11,13.46,POINT (487476.0283095561 5665235.486151367),83.0
41681.54836775429,204281.91861173324,27316,0.4499999999999999,53981.95999999999,287.2382055689171,161.63929510163052,423.97202494014704,281.27635541175835,539.9203212365361,403.5804462259075,2.36,0.24,9.59,1.56,46.45,13.56,POINT (487476.3075935849 5665234.917487263),84.0
41681.80317597908,204281.37454626523,27317,0.4499999999999999,53982.140000000014,290.49088645677205,159.9036210602465,423.97202494014704,281.07067751025187,548.6563973580867,407.78382812052035,2.36,0.29,9.59,1.59,46.84,13.6,POINT (487476.5722643844 5665234.378418711),85.0
41682.08997426258,204280.7607363155,27318,0.4499999999999999,53982.34,290.2874924794506,157.878835897267,432.7340996212471,277.98617435852816,561.8668023974013,412.95319101474615,2.39,0.26,9.93,1.5,47.14,13.48,POINT (487476.870189924 5665233.770233838),86.0
41682.08997426258,204280.7607363155,27318,0.4499999999999999,53982.34,290.2874924794506,157.878835897267,432.7340996212471,277.98617435852816,561.8668023974013,412.95319101474615,2.39,0.26,9.93,1.5,47.14,13.48,POINT (487476.870189924 5665233.770233838),87.0
41682.32343906193,204280.2589385724,27319,0.4453693999996839,53982.53,291.30459742789384,155.85423157931368,438.6030407026043,276.95828384992916,581.4896095351305,417.7501575976355,2.41,0.22,9.9,1.46,47.37,13.76,POINT (487477.1127519704 5665233.273016336),88.0
41682.60509848445,204279.65012767536,27320,0.4245174000016987,53982.73999999999,292.52556881169403,151.5164029470613,445.1752748050779,276.95828384992916,594.7615034735421,419.4795490972768,2.4,0.22,9.83,1.43,47.44,13.86,POINT (487477.4054496232 5665232.669733143),89.0
41682.88919197633,204279.03198406476,27321,0.3940127999987854,53982.94,294.9689673924812,151.5164029470613,446.53849331970207,277.98617435852816,595.8004234818084,416.98196162709763,2.39,0.21,9.85,1.43,47.48,13.51,POINT (487477.7007516285 5665232.057167325),90.0
41682.88919197633,204279.03198406476,27321,0.3940127999987854,53982.94,294.9689673924812,151.5164029470613,446.53849331970207,277.98617435852816,595.8004234818084,416.98196162709763,2.39,0.21,9.85,1.43,47.48,13.51,POINT (487477.7007516285 5665232.057167325),91.0
41683.20143022936,204278.3487942526,27322,0.3667648000010752,53983.15,298.43376450695206,158.7465788255354,441.31924151885687,278.8085865540073,585.0208641230566,409.88844353743616,2.39,0.21,9.85,1.4,47.27,13.12,POINT (487478.0253788452 5665231.380110058),92.0
41683.47067980573,204277.75783322845,27323,0.3510367999999211,53983.350000000006,300.065599528562,163.9537337318046,434.08651035317837,278.1917690907753,559.9541050557376,400.337706805913,2.39,0.24,9.82,1.41,46.95,12.6,POINT (487478.3053453862 5665230.794438299),93.0
41683.69098753149,204277.2738636406,27324,0.3500000000000001,53983.53,299.04560209951103,165.68971759721697,434.08651035317837,276.54716644994,526.4786769446612,390.06791501515863,2.39,0.26,9.82,1.43,46.5,12.33,POINT (487478.53442991903 5665230.314796781),94.0
41683.96417930428,204276.6736504091,27325,0.3500000000000001,53983.73000000001,295.1726714488309,163.9537337318046,425.9896491978509,271.6154869130936,496.6425158219336,381.16715634331115,2.38,0.26,9.78,1.42,45.96,12.15,POINT (487478.81850660034 5665229.719950597),95.0
41683.96417930428,204276.6736504091,27325,0.3500000000000001,53983.73000000001,295.1726714488309,163.9537337318046,425.9896491978509,271.6154869130936,496.6425158219336,381.16715634331115,2.38,0.26,9.78,1.42,45.96,12.15,POINT (487478.81850660034 5665229.719950597),96.0
41684.26677030428,204276.0092916079,27326,0.3500000000000001,53983.94,287.03502808326414,159.61435496643867,398.64225931184245,263.4031127428352,476.5029136382016,373.6195405559419,2.37,0.25,9.57,1.34,45.43,11.97,POINT (487479.1331456784 5665229.061536159),97.0
41684.552394368,204275.3831829764,27327,0.3500000000000001,53984.15,276.69100042463066,153.54061957741598,385.47854160575986,253.5599578753307,465.99391297744535,364.78319680745136,2.35,0.25,9.45,1.27,44.93,12.14,POINT (487479.4301238991 5665228.441038009),98.0
41684.552394368,204275.3831829764,27327,0.3500000000000001,53984.15,276.69100042463066,153.54061957741598,385.47854160575986,253.5599578753307,465.99391297744535,364.78319680745136,2.35,0.25,9.45,1.27,44.93,12.14,POINT (487479.4301238991 5665228.441038009),99.0
41684.79679758969,204274.8487903662,27328,0.3500000000000001,53984.350000000006,265.97904079645144,143.42134690710128,372.4295658664314,240.66016183996504,464.45776737501893,355.60753543798546,2.32,0.25,9.27,1.21,44.64,12.25,POINT (487479.684217703 5665227.911445406),100.0
41685.06686573515,204274.2605252005,27329,0.3500000000000001,53984.54999999999,253.0956600311044,132.72875596761816,361.21274995718164,226.55698684404524,471.0230283835275,349.82175729143285,2.3,0.21,9.14,1.11,44.48,11.88,POINT (487479.9649527623 5665227.3284830265),101.0
41685.348793596,204273.6497259019,27330,0.3500000000000001,53984.76000000001,241.86977674797902,127.2399359330382,353.9248090484194,218.39327402347695,484.8507489129628,342.74973487542377,2.28,0.17,9.09,1.09,44.49,11.04,POINT (487480.2579552827 5665226.723217498),102.0
41685.63114712716,204273.04129615147,27331,0.3500000000000001,53984.95999999999,237.07227913295026,125.21807634726548,349.2284581749322,211.25727019303,498.29369514606674,330.3345589902941,2.26,0.19,9.06,1.12,44.51,10.13,POINT (487480.5513396454 5665226.120327999),103.0
41685.63114712716,204273.04129615147,27331,0.3500000000000001,53984.95999999999,237.07227913295026,125.21807634726548,349.2284581749322,211.25727019303,498.29369514606674,330.3345589902941,2.26,0.19,9.06,1.12,44.51,10.13,POINT (487480.5513396454 5665226.120327999),104.0
41685.88640923161,204272.493019104,27332,0.3500000000000001,53985.140000000014,233.08064438314017,121.17490232556946,342.42451188149704,200.87119237964404,506.64483785768766,316.7015881149632,2.25,0.22,9.13,1.01,44.45,9.5,POINT (487480.81654154457 5665225.577058608),105.0
41686.15911207112,204271.90727635848,27333,0.3500000000000001,53985.34,225.91018217379155,117.42117763461042,334.5974040590758,192.32872192680895,510.03004599441823,304.4293585210412,2.27,0.2,9.08,0.89,44.24,8.74,POINT (487481.0998634016 5665224.996665672),106.0
41686.40347070957,204271.3807630064,27334,0.3500000000000001,53985.54000000001,222.1333245339887,116.26631163978307,329.33301720763365,187.85797538241366,507.0664405694246,293.6779480129853,2.28,0.18,8.92,0.86,43.93,8.06,POINT (487481.3537677177 5665224.474947024),107.0
41686.67177496145,204270.79961751588,27335,0.3500000000000001,53985.73999999999,219.75064491579113,111.93609343476764,325.7643600076938,185.01434368626389,493.76737899139493,284.2448650969694,2.26,0.21,8.82,0.84,43.53,7.51,POINT (487481.6326089303 5665223.8990678135),108.0
41686.67177496145,204270.79961751588,27335,0.3500000000000001,53985.73999999999,219.75064491579113,111.93609343476764,325.7643600076938,185.01434368626389,493.76737899139493,284.2448650969694,2.26,0.21,8.82,0.84,43.53,7.51,POINT (487481.6326089303 5665223.8990678135),109.0
41686.95445910582,204270.18362723663,27336,0.3500000000000001,53985.94,215.58601612987775,108.18391400153044,319.9061733110697,181.76580139353902,473.363297710544,277.9180761484348,2.24,0.21,8.85,0.79,43.12,7.36,POINT (487481.9264627921 5665223.288628168),110.0
