x,y,Unnamed: 0,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,code,x_clhs,y_clhs,z,t,depth,humus,pH_eau,CEC,clay,silt,sand,caCO,TOC,bd,vwc,copeky,temp,rperm,iperm,bulk_ec_hp,bulk_ec_dc_hp,bulk_ec_tc_hp,bulk_ec_dc_tc_hp,water_ec_hp,water_ec_hp_t,iperm_water_t,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,bulk_ec_inv,bulk_ec_dc_tc_inv,ideal_bulk_ec
41564.5350769347,204206.6350445384,5707,0.55,46700.42,150.24677393021275,73.2899904166703,222.26996161547763,112.66531630551688,354.58093944390095,186.6821718848819,2.04,0.13,7.76,0.63,37.08,4.53,POINT (487360.74572300375 5665157.524426416),1,41565.381,204207.342,0,0,50,2.806,8.5,22.136,28.516,64.364,7.121,3.2,17.92,1.469,0.32284,18,25.0,25.104,36.484,0.04327499036628776,0.02046,0.04325062032429554,300.00334608689684,0.1640446943377095,0.1640446943377095,58.974407464232684,19.0156041925048,68.07439466725192,168.78909795450534,303.80764997651914,406.0309741852666,68.07439466725192,64.52,0.060556
41548.70350637949,204311.6092516128,11480,0.849275000000332,48080.26000000001,134.66882008769184,112.8020702024115,148.8211936184171,107.63936654933543,219.21136437873267,120.50138458709084,1.86,0.07,5.91,0.16,28.12,4.28,POINT (487342.9922624455 5665262.147642509),2,41549.211,204310.992,0,0,50,4.294,8.79,18.516,41.816,50.414,7.769,16.1,21.47,1.369,0.40142,23,25.0,36.536,49.772,0.06194457926853959,0.03338,0.061909695563536135,489.4482743099031,0.15231025145940394,0.15231025145940394,54.755850939348626,127.83573787404542,108.46818089637088,119.56241957359718,169.92539585425018,227.16666328658752,108.46818089637088,103.53,0.124644
41589.68645659421,204167.81563104223,6927,0.55,46944.42,190.34297924455907,94.6235888115037,275.7321587443015,158.66075543481605,396.56307496705074,249.75734665845957,2.16,0.1,8.15,0.93,39.79,7.78,POINT (487386.5968327209 5665119.18975482),3,41588.221,204167.503,0,0,50,4.55,8.62,23.378,30.686,64.001,5.313,9.6,22.75,1.432,0.30815,6,25.0,22.713,31.887,0.03881262065853241,0.01756,0.03879076357232001,257.4808776777082,0.16592794595642563,0.16592794595642563,59.651440322675526,52.32111750940196,120.6405326146702,233.26203026782565,362.9918110922554,449.05287421407365,120.6405326146702,115.32000000000001,0.062734
41668.92011756163,204238.288791732,25046,0.4499999999999999,53527.92000000001,180.940689709679,93.75831553127868,268.67581179952026,156.63741128768817,382.5696388923381,249.04452484645225,2.21,0.21,8.25,0.79,38.92,7.47,POINT (487464.4890758196 5665191.080228904),4,41668.451,204238.44,0,0,50,3.452,8.73,20.368,25.121,62.385,12.494,3.4,17.26,1.352,0.27097,422,25.0,31.41,47.845,0.05476535726846976,0.02825,0.05473451649773694,414.2274939860624,0.15984051738334845,0.15984051738334845,57.46299713938666,53.889063547879765,118.48283968907418,227.38569596224048,352.72262916671303,434.97278307630415,118.48283968907418,113.23,0.045959
41521.64592351891,204334.58148620185,8518,0.8499999999999999,47262.62,207.4737611499869,167.4258341958287,251.6954278587899,187.85797538241368,323.92438328827905,233.95110965952964,1.96,0.13,6.65,0.66,32.71,8.17,POINT (487315.5275392472 5665284.609093723),5,41520.385,204334.195,0,0,50,2.584,8.74,22.371,26.333,68.302,5.365,3.9,17.62,1.528,0.33342,2,25.0,27.804,38.97,0.04749210257266308,0.02326,0.04746535769012934,341.0595224819756,0.15961049427882062,0.15961049427882062,57.38030335677224,195.1554888745948,192.598997482257,224.55158641343635,287.44410668833217,343.5562607318677,192.598997482257,185.23999999999998,0.05639
41617.0543552294,204259.01709711645,19201,0.6149791999987124,51612.29999999999,170.21111737912247,86.2606868610562,242.00733382854585,142.28749823296462,318.5866631312884,211.7656112142967,2.08,0.13,7.49,0.54,33.88,4.6,POINT (487412.2715695653 5665210.84269717),6,41615.875,204258.051,0,0,50,1.146,8.73,18.542,25.639,63.887,10.474,9.5,17.13,1.611,0.34154,9,25.0,18.975,24.261,0.03161656879729187,0.01301,0.03159876412298187,190.7645910357052,0.1689032055948814,0.1689032055948814,60.721052326517345,60.63181232277911,119.00181138089206,206.8076707006992,300.9712192565695,359.13140372033405,119.00181138089206,113.73,0.055397
41576.95293945124,204271.2311379509,13168,1.15,48437.26000000001,117.49145270743848,49.67402076134099,177.55804638483605,80.35850933755003,314.13851723375245,151.46342114450798,2.05,0.14,7.4,0.55,33.61,3.4,POINT (487371.9683250545 5665222.312149615),7,41578.212,204271.787,0,0,50,3.694,8.39,21.116,27.217,57.237,15.546,1.1,19.84,1.401,0.3022,3,25.0,25.267,33.202,0.04242332341408742,0.0199,0.04239943298304861,291.79211080788116,0.15958366827135909,0.15958366827135909,57.37065935151463,-10.755195929114327,30.25929076726142,124.49901076066924,258.5898881182611,364.5867211465245,30.25929076726142,28.31,0.055027
41533.5474325054,204357.0333107068,12607,0.6500000000000001,48325.06,159.52929089399996,132.43983735855528,184.8605696721739,134.41695924440478,265.0920442227326,161.8835999492145,1.9,0.03,6.17,0.24,29.45,4.1,POINT (487327.0092895877 5665307.26704516),8,41533.32,204357.264,0,0,50,3.824,8.7,19.43,24.565,61.627,13.808,6.7,19.12,1.585,0.39937,12,25.0,35.786,55.569,0.0626765914105752,0.03392,0.06264129547748136,497.36625118609686,0.15774640762744654,0.15774640762744654,56.710160343792744,148.33814802599255,133.0986954754652,153.83074243781368,215.60870967080115,279.7792376159072,133.0986954754652,127.41,0.06575
41642.94945818215,204299.0550411502,25333,0.6500000000000001,53586.60999999999,125.87162103914038,73.86630492282528,179.05216170431407,99.20351947005956,287.5264601971585,151.29301567725062,2.04,0.11,6.84,0.18,31.61,2.0,POINT (487437.4154572213 5665251.334156993),9,41642.385,204297.786,0,0,50,1.628,8.63,22.144,46.729,42.481,10.79,8.317,18.12,1.514,0.325,470,25.0,28.698,47.318,0.050944208663516406,0.0256,0.050915519748882754,375.37075561214857,0.16501484707592975,0.16501484707592975,59.32317938347903,39.8810140832565,64.37366629719966,133.68859277106748,238.8134649874096,324.7053243668294,64.37366629719966,60.96,0.104775
41701.02229841746,204261.70686767064,28024,0.05,54124.140000000014,217.96501389066916,117.99863291002046,311.9947216232231,198.4294941125245,393.5989765871394,292.22410592942447,2.22,0.19,8.53,1.0,40.11,7.95,POINT (487496.1422140705 5665215.07546525),10,41702.154,204262.206,0,0,50,2.258,8.9,22.885,35.65,58.597,5.753,3.425,15.4,1.251,0.28289,14,25.0,36.388,60.008,0.06459783414841766,0.03533,0.06456145627941112,518.0409685850473,0.15955992132497882,0.15955992132497882,57.3621222750946,100.32030894362175,176.1881754266674,282.16726966976177,384.37799979120905,438.40725737211744,176.1881754266674,169.27,0.07336
41513.61527143428,204286.13286993653,3251,0.1585535999993816,46209.19,195.0573234751327,165.1110415591391,230.6348132536341,176.2870845935496,286.22193435916444,204.07071831626607,2.0,0.11,6.91,0.65,33.87,7.52,POINT (487308.39262552833 5665236.040356963),11,41514.141,204286.566,0,0,50,0.532,8.82,20.185,47.042,47.839,5.119,14.933,20.58,1.366,0.32572,404,25.0,29.935,49.938,0.05327462173216467,0.02721,0.053244620459888384,398.97805703931886,0.16433274488425578,0.16433274488425578,59.07796223246764,200.473020585424,188.03302602449284,204.55526669969672,251.10215118302773,297.5640934464567,188.03302602449284,180.79000000000002,0.117298
41619.4819187581,204273.3088023756,22376,0.6500000000000001,52247.32000000001,54.90318076925249,42.47906413772714,150.09433012686293,89.57445063148084,251.12445079068289,146.52710815459562,0.87,-0.27,5.62,0.11,29.04,2.18,POINT (487414.4348660078 5665225.170915795),12,41619.55,204273.12,0,0,50,3.088,8.09,22.131,26.464,59.544,13.993,1.3,17.0,1.487,0.29367,416,25.0,26.077,34.227,0.04376944760711283,0.02078,0.0437447991145971,304.69548053204875,0.15860650489509562,0.15860650489509562,57.01936709336788,-6.409074528436385,19.981203188349664,101.02601985321355,213.9886337050622,297.4664467525615,19.981203188349664,18.54,0.049178
41684.48590413986,204247.36038497745,26454,0.3500000000000001,53809.54000000001,249.68313052228524,131.57310375653384,356.4928675167603,217.78135164371133,477.29110408257554,317.98765011094565,2.28,0.19,8.98,1.01,43.05,9.3,POINT (487479.87913185015 5665200.432977606),13,41685.271,204247.395,0,0,50,2.566,8.97,21.704,45.571,47.969,6.46,5.35,19.25,1.252,0.30199,1,25.0,24.241,36.528,0.04215731182788475,0.01973,0.04213357119961819,289.2994143838942,0.16662145873379675,0.16662145873379675,59.900759602884236,99.69288641261817,187.85316156615173,315.8985353085458,447.6742287587493,524.9223152916909,187.85316156615173,180.62,0.110408
41591.14581668674,204181.2118136036,8256,0.4499999999999999,47210.22,183.48364536824025,95.200456306602,266.46586936248394,156.03051540520522,381.9289175437867,245.8396638249293,2.14,0.06,8.04,0.87,40.15,7.84,POINT (487387.8089499994 5665132.605153706),14,41592.391,204181.865,0,0,50,3.262,8.31,22.432,41.016,45.749,13.236,3.942,21.04,1.379,0.35335,21,25.0,27.238,36.878,0.046104816553360566,0.02233,0.04607885291233051,327.423006750753,0.15872215011054502,0.15872215011054502,57.06094178790303,56.99557358005704,119.43351528074356,225.78337108508651,350.00914266854375,433.0349683775006,119.43351528074356,114.15,0.104865
41563.20809519153,204364.9003766114,18672,0.7354848000010195,51506.51000000001,203.92014845956808,185.66306520394156,219.55874527819955,186.02980244298243,265.8392799552333,200.5819428139719,1.89,0.05,6.11,0.29,28.96,4.2,POINT (487356.5083485134 5665315.675208915),15,41563.215,204365.006,0,0,50,6.578,8.79,18.981,27.009,68.788,4.203,8.1,42.61,1.425,0.42207,19,25.0,33.32,51.121,0.05819411183135966,0.03067,0.05816134017879483,449.7117607275233,0.15878338835295952,0.15878338835295952,57.08295706291772,244.01907762652505,211.17661164014456,203.01503919321425,228.7201986551883,266.1005613622936,211.17661164014456,203.32,0.083134
41513.61527143428,204286.13286993653,3251,0.1585535999993816,46209.19,195.0573234751327,165.1110415591391,230.6348132536341,176.2870845935496,286.22193435916444,204.07071831626607,2.0,0.11,6.91,0.65,33.87,7.52,POINT (487308.39262552833 5665236.040356963),11,41514.141,204286.566,0,0,10,3.126,8.42,21.276,27.858,59.514,12.629,1.75,17.73,1.491,0.44477,405,31.4,24.8,29.4,0.04041327431801672,0.01859,0.035650147099743706,214.70854464590377,0.15543567045391046,0.1370930050361398,49.28521932476113,200.473020585424,188.03302602449284,204.55526669969672,251.10215118302773,297.5640934464567,200.473020585424,170.1647167073209,0.099158
41619.4819187581,204273.3088023756,22376,0.6500000000000001,52247.32000000001,54.90318076925249,42.47906413772714,150.09433012686293,89.57445063148084,251.12445079068289,146.52710815459562,0.87,-0.27,5.62,0.11,29.04,2.18,POINT (487414.4348660078 5665225.170915795),12,41619.55,204273.12,0,0,10,2.568,7.92,23.295,29.943,59.065,10.993,1.067,14.12,1.284,0.29285,400,32.1,13.0,12.8,0.019905222558735593,0.00575,0.017336001606008476,64.69952026800911,0.17693531163320525,0.15399824528110684,55.362688215251495,-6.409074528436385,19.981203188349664,101.02601985321355,213.9886337050622,297.4664467525615,-6.409074528436385,0.0,0.072715
41684.48590413986,204247.36038497745,26454,0.3500000000000001,53809.54000000001,249.68313052228524,131.57310375653384,356.4928675167603,217.78135164371133,477.29110408257554,317.98765011094565,2.28,0.19,8.98,1.01,43.05,9.3,POINT (487479.87913185015 5665200.432977606),13,41685.271,204247.395,0,0,10,2.474,8.23,23.505,29.156,63.239,7.605,1.133,13.73,1.38,0.26512,423,30.4,11.0,11.0,0.016938199880836207,0.00404,0.015221909389537908,48.433587797858095,0.19357942720955665,0.1740268450979816,62.563011342476884,99.69288641261817,187.85316156615173,315.8985353085458,447.6742287587493,524.9223152916909,99.69288641261817,85.40991832422884,0.058961
41591.14581668674,204181.2118136036,8256,0.4499999999999999,47210.22,183.48364536824025,95.200456306602,266.46586936248394,156.03051540520522,381.9289175437867,245.8396638249293,2.14,0.06,8.04,0.87,40.15,7.84,POINT (487387.8089499994 5665132.605153706),14,41592.391,204181.865,0,0,10,3.244,8.28,23.247,29.681,61.906,8.412,2.133,18.78,1.431,0.31524,415,30.7,13.8,13.3,0.020963297065049718,0.00639,0.018733815371352693,75.75434205989055,0.1711289556330589,0.15296258014280656,54.99036445245497,56.99557358005704,119.43351528074356,225.78337108508651,350.00914266854375,433.0349683775006,56.99557358005704,48.14083542885558,0.07043
41563.20809519153,204364.9003766114,18672,0.7354848000010195,51506.51000000001,203.92014845956808,185.66306520394156,219.55874527819955,186.02980244298243,265.8392799552333,200.5819428139719,1.89,0.05,6.11,0.29,28.96,4.2,POINT (487356.5083485134 5665315.675208915),15,41563.215,204365.006,0,0,10,2.168,8.25,21.544,44.312,46.326,9.362,2.725,14.11,1.438,0.39557,17,25.6,24.8,29.4,0.04041327431801672,0.01859,0.0398965119002978,266.5523935992257,0.15543567045391046,0.1535580996817619,55.20445496044156,244.01907762652505,211.17661164014456,203.01503919321425,228.7201986551883,266.1005613622936,244.01907762652505,232.30110337963296,0.128833
